Song,Hot100 Rank,Hot100 Ranking Year,is_local,num_of_song_avaliable_markets
I've Been In Love Before - Edit Version / 1987,97,2022,FALSE,183
The Twist,9,2020,FALSE,184
Your Precious Love,32,2000,FALSE,184
Society's Child (Baby I've Been Thinking),85,1967,FALSE,184
I Can See Clearly Now - Edit,47,1972,FALSE,144
Lesson In Leavinâ€™ - Live Acoustic,93,2010,FALSE,185
Never Been To Spain - Single Version,73,1972,FALSE,184
Hell Yeah,74,2022,FALSE,185
Beer For My Horses,75,2003,FALSE,184
Have You Forgotten?,90,2003,FALSE,94
I Need Your Love Tonight - Live,44,1959,FALSE,185
Last Night (feat. Keyshia Cole),42,2007,FALSE,183
The Boll Weevil Song,25,1989,FALSE,184
Jimmy Mack,36,1967,FALSE,184
Emotion,14,1978,FALSE,185
A Lover's Question,72,2005,FALSE,184
We Found Love,8,2012,FALSE,133
No Guidance (feat. Drake),21,2019,FALSE,185
she's all i wanna be,94,2022,FALSE,185
One Number Away,96,2018,FALSE,185
Surf City,22,2010,FALSE,184
"Whenever, Wherever",28,2002,FALSE,185
Without You (feat. Usher),50,2012,FALSE,3
Never Tear Us Apart,95,1988,FALSE,2
Let's Get Serious - Single Version,30,1993,FALSE,184
Applause,37,2013,FALSE,178
God is a woman,62,2018,FALSE,179
Hey Brother,60,2014,FALSE,183
Rock That Body,75,2023,FALSE,93
Still - Single Version,41,2006,FALSE,95
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),38,2003,FALSE,59
(Love Is) Thicker Than Water,8,1978,FALSE,184
To Each His Own,16,1998,FALSE,184
Same Old Love,40,2016,FALSE,3
Ain't That A Shame,9,1964,FALSE,185
Two of Hearts,51,1986,FALSE,184
In Da Club,1,2003,FALSE,12
Red Roses For A Blue Lady,76,2000,FALSE,183
To All the Girls I've Loved Before (Originally Performed by Julio Iglesias & Willie Nelson) [Karaoke Version],50,2016,FALSE,185
Show Me The Way,68,1991,FALSE,184
Walking In Rhythm,53,1975,FALSE,184
Evil Woman,70,1976,FALSE,185
Walk Away Renee,27,1967,FALSE,184
Cold Sweat,77,1972,FALSE,184
Something's Burning,38,1992,FALSE,178
Didnâ€™t I (Blow Your Mind This Time),71,2011,FALSE,181
I Tried,58,2007,FALSE,85
The Time (Dirty Bit),37,2023,FALSE,93
How's It Going to Be,11,1998,FALSE,184
Our Lips Are Sealed - Single Version,63,1982,FALSE,184
Moonlight,88,2018,FALSE,182
Deacon Blues,100,1978,FALSE,0
Thunder,51,2017,FALSE,184
Sweet Thing,44,1976,FALSE,184
Don't Lie (Originally Performed By the Black Eyed Peas) - Tribute Version,81,2014,FALSE,185
A Whiter Shade of Pale - Original Single Version,38,2019,FALSE,185
Let Me Love You,3,2005,FALSE,150
Tonite's Tha Night,64,1996,FALSE,185
Sometimes When We Touch,33,1978,FALSE,183
Let Me Love You Tonight,70,1980,FALSE,3
Rhythm Of The Night,32,1985,FALSE,183
The World Is A Ghetto,94,1994,FALSE,185
Back Stabbers,35,1972,FALSE,185
"Um, Um, Um, Um, Um, Um",47,2014,FALSE,184
Gone Till November (feat. The New York Philharmonic Orchestra),33,1998,FALSE,185
Round and Round - Soul Mix Edit,81,1991,FALSE,184
Judy in Disguise (with Glasses),25,1968,FALSE,185
Trip,92,2018,FALSE,179
"De Do Do Do, De Da Da Da",57,1981,FALSE,184
Dawn (Go Away),25,2003,FALSE,184
Cradle Of Love,9,1990,FALSE,184
Break Up To Make Up,88,1975,FALSE,3
My True Story,6,1961,FALSE,185
Primrose Lane,47,1961,FALSE,185
More Than My Hometown,96,2021,FALSE,184
That Girl,90,1996,FALSE,184
Tell Laura I Love Her,67,1960,FALSE,185
The Old Lamp-Lighter,28,2000,FALSE,185
Stick up,70,2023,FALSE,0
Linda,4,1975,FALSE,185
All I Need Is a Miracle,74,1986,FALSE,2
Love To Love You Baby,41,1976,FALSE,184
"Painted, Tainted Rose - Remastered",79,1992,FALSE,183
Automatic,48,1984,FALSE,185
The Look Of Love,36,1968,FALSE,184
Love Never Felt So Good - DM CLASSIC RADIO MIX,78,2014,FALSE,185
Sand In My Boots,58,2022,FALSE,184
Leave Before You Love Me,63,2022,FALSE,95
One Right Now,30,2022,FALSE,0
Getaway,80,1976,FALSE,185
The Fool On The Hill,69,1987,FALSE,184
Holiday,39,2017,FALSE,171
Theme From Mahogany (Do You Know Where You're Going To) - Single Version,43,1976,FALSE,184
Crimson and Clover,78,1982,FALSE,185
Chattanooga Choo Choo,25,1946,FALSE,2
Catch Me (I'm Falling),66,1988,FALSE,184
My Adobe Hacienda,19,1996,FALSE,183
Diane,59,1999,FALSE,54
I Got My Mind Made Up (You Can Get It Girl),90,1979,FALSE,0
Bugatti,91,2013,FALSE,182
KIss Of Fire,11,1996,FALSE,184
Freeway Of Love,43,1985,FALSE,185
Missing You,49,2001,FALSE,77
Yes!,79,2000,FALSE,184
Stand - Remastered,76,1989,FALSE,184
Out of Touch,6,2001,FALSE,184
Sister Golden Hair,34,1975,FALSE,184
Do The Bird,84,1963,FALSE,179
In My Blood,46,2018,FALSE,184
Please Don't Go,91,2011,FALSE,185
I Wish It Would Rain,22,1968,FALSE,179
(I Can't Help) Falling In Love With You,3,2023,FALSE,88
Is This Love,78,1987,FALSE,108
Outa-Space,22,1972,FALSE,184
I Will Wait,52,2013,FALSE,2
Middle,80,2016,FALSE,184
Flashdance...What a Feeling - Radio Edit,3,1983,FALSE,185
Solitaire (Live),59,2023,FALSE,0
Live Like We're Dying,48,2010,FALSE,185
Hero,5,1994,FALSE,0
Feelings - Live,46,1993,FALSE,184
Till I Waltz Again With You,6,1953,FALSE,183
I'm Still in Love with You (Originally Performed by Al Green) - Karaoke Version,59,2015,FALSE,185
Desert Rose,50,2000,FALSE,3
Stayin Alive,4,2020,FALSE,94
You Need To Calm Down,39,2019,FALSE,184
Don't You Want Me,55,1988,FALSE,184
I'm Not the Only One - As Originally Performed By Sam Smith,26,2015,FALSE,185
My Whole World Ended (The Moment You Left Me),97,1969,FALSE,184
Dance (A$$) Remix,57,2012,FALSE,181
It Wasn't Me,12,2001,FALSE,184
Some Kind Of Wonderful - Remastered 1999,6,1999,FALSE,183
Fight Song,20,2016,FALSE,184
Just Another Dream - 7â€ US Mix,87,1991,FALSE,182
"I'm On Fire - Live at Giants Stadium, E. Rutherford, NJ - August 1985",82,1986,FALSE,185
The Village of St. Bernadette - 1959 #7 Billboard chart hit,56,1960,FALSE,0
Romeo - Radio Edit,80,1990,FALSE,184
Good Old-Fashioned Lover Boy - Remastered 2011,80,2001,FALSE,2
Don't Let Go (Love),63,1997,FALSE,165
If You Love Me (Really Love Me),21,2002,FALSE,184
Rags to Riches,27,2011,FALSE,185
Breaking Up Is Hard to Do,91,1976,FALSE,185
I Miss You,3,1986,FALSE,184
Drive - 2017 Remaster,41,1984,FALSE,184
Better Love Next Time,49,1980,FALSE,183
Pimpin' All Over The World,53,2005,FALSE,184
Happy,41,2002,FALSE,184
So Sad (To Watch Good Love Go Bad) - 2007 Remaster,70,1960,FALSE,173
Proud Mary,55,1971,FALSE,184
I'm the Only One (Originally Performed by Melissa Etheridge) [Karaoke Version],92,2013,FALSE,185
Beautiful Crazy,46,2019,FALSE,185
Walkin' My Baby Back Home,24,1991,FALSE,183
More Money for You and Me - Medley,98,2007,FALSE,181
Let It Out (Let It All Hang Out),69,2006,FALSE,184
Baby Love,33,1964,FALSE,180
Donâ€™t Leave Me This Way (Re-Recorded),7,2007,FALSE,1
The Martian Hop,92,2012,FALSE,182
The Wah Watusi,24,1962,FALSE,183
Don't Look Back (Originally Performed by Boston) [Karaoke Version],93,2015,FALSE,185
Never Be Like You (feat. Kai),60,2016,FALSE,3
Oh!,11,2012,FALSE,185
Can't Get Used To Losing You (Karaoke in the style of Andy Williams),8,2009,FALSE,182
Pon de Replay,18,2005,FALSE,184
Nothing's Gonna Stop Us Now,5,1987,FALSE,184
I Pledge My Love,80,1995,FALSE,184
Don't Be Cruel (In the Style of Cheap Trick) [Karaoke Version],70,2013,FALSE,185
Always Be My Baby,5,1996,FALSE,185
Con Calma,65,2019,FALSE,184
Don't Know Why - In the Style of Norah Jones (Karaoke Version Teaching Vocal),97,2010,FALSE,185
Maniac,9,1983,FALSE,184
The Promise,83,1989,FALSE,184
Groovin',72,1967,FALSE,184
You Ain't Seen Nothing Yet,98,1975,FALSE,166
Can't Hold Us (feat. Ray Dalton),5,2013,FALSE,182
Lonely People,83,1975,FALSE,184
Down,90,2017,FALSE,184
Just the Way You Are,15,2011,FALSE,39
Killing Me Softly With His Song,3,1973,FALSE,185
Too Much,69,1998,FALSE,184
If You Could Read My Mind,36,1971,FALSE,184
Goodbye Girl,47,1978,FALSE,184
Me and You and a Dog Named Boo,59,1996,FALSE,184
Need You Tonight,2,1988,FALSE,2
What Happened To Virgil (feat. Gunna),83,2022,FALSE,185
Too Good At Goodbyes,77,2017,FALSE,183
Slam,37,1993,FALSE,71
Kiss Me More (feat. SZA),6,2021,FALSE,184
Couldn't Get it Right (Originally Performed by Climax Blues Band) [Karaoke Version],32,2015,FALSE,185
Mr. Bojangles - Remastered 2001,44,2001,FALSE,184
Gotham City - Remix,70,2014,FALSE,185
Help! - Remastered 2009,7,1965,FALSE,184
Family Affair,17,2002,FALSE,184
I'm Looking Over A Four Leaf Clover (Jazz Samba),33,1997,FALSE,184
I Can't Wait,26,2019,FALSE,168
Stuck In The Middle With You,30,1973,FALSE,184
Tuesday (feat. Drake),82,2015,FALSE,185
Wasting My Time,26,2002,FALSE,185
Love So Right,80,1977,FALSE,184
All Night Long - Single Version,99,1992,FALSE,3
We R Who We R,30,2011,FALSE,185
Take It On the Run,32,1981,FALSE,185
Greenfields,13,1960,FALSE,185
Open The Door,28,2014,FALSE,185
I've Been Lonely Too Long - Single Version,54,2002,FALSE,1
Born To Be Wild - Single Version,31,1968,FALSE,3
Let You Down,29,2018,FALSE,183
Magic,32,1975,FALSE,185
Got a Hold on Me,91,1984,FALSE,184
All The Stars (with SZA),47,2018,FALSE,179
Imma Be (Made Famous by Black Eyed Peas),20,2010,FALSE,182
Powder Your Face With Sunshine,23,1998,FALSE,184
Man On Your Mind - Remastered 2022,92,1982,FALSE,183
Too Many Walls,74,1991,FALSE,182
Lonesome Town,17,1959,FALSE,184
Shake That,62,2006,FALSE,184
Ain't Understanding Mellow,84,1992,FALSE,184
Be Thankful for What You've Got - David Todd Remix (Radio Edit),60,1980,FALSE,185
Twistin' the Night Away,23,1962,FALSE,185
Love Of My Life (An Ode To Hip Hop) - Longer Album Version,78,2010,FALSE,182
Carnival,60,1995,FALSE,184
Love Takes Time,76,1990,FALSE,185
I Want A New Drug,55,2006,FALSE,184
The Game Of Love,34,1965,FALSE,183
Attention,22,2018,FALSE,184
Peppermint Twist Pt. 1,25,2020,FALSE,185
Just Once In My Life,44,1965,FALSE,184
Shout Shout (Knock Yourself Out),49,1962,FALSE,181
Someone You Loved,10,2020,FALSE,184
Before He Cheats,6,2007,FALSE,185
Walk Me Home (In the Style of Pink) [Karaoke Version],99,2019,FALSE,185
Look What You Done for Me,54,1972,FALSE,185
Homeward Bound,50,1966,FALSE,185
Wild Thing,40,1966,FALSE,184
Butter,11,2022,FALSE,185
Midnight Train to Georgia,49,1973,FALSE,185
Call on Me - 2002 Remaster,98,1974,FALSE,184
Mission: Impossible Theme,66,2006,FALSE,184
The Loco-Motion,49,1988,FALSE,0
With Your Love - Remastered,84,1976,FALSE,184
Hey Baby,32,2002,FALSE,184
What Hurts The Most,26,2006,FALSE,182
White on White,42,1997,FALSE,185
Straight From The Heart,71,1983,FALSE,184
So Alive,51,1989,FALSE,185
I Almost Lost My Mind,13,1993,FALSE,183
Twilight Time - Single Version,16,1958,FALSE,184
Mi Pueblo (My Home Town) (with Juan Gabriel),77,2009,FALSE,185
Sentimental Me,16,1950,FALSE,185
Dance to the Music,20,1968,FALSE,185
Funkytown - Single Version,99,2007,FALSE,182
Are You Gonna Be My Girl,76,2004,FALSE,182
Butterfly - 1957 #1 Billboard chart hit,36,1959,FALSE,0
Freddie's Dead,82,1972,FALSE,184
Hey Jealousy,95,1993,FALSE,184
(Girls Girls Girls) Made to Love,96,2010,FALSE,0
Sometimes Love Just Ain't Enough (As Made Famous by Patty Smyth and Don Henley),22,2011,FALSE,182
Cherry Cherry,68,1968,FALSE,184
Being With You,13,1981,FALSE,183
The Bones,9,2020,FALSE,185
Have You Ever Really Loved A Woman?,16,1996,FALSE,184
Sweat (A La La La La Long),77,2010,FALSE,0
No Limit,30,2018,FALSE,185
If I Were Your Woman - Single Version,90,1971,FALSE,184
Woody Woodpecker Song,15,1990,FALSE,185
Blah Blah Blah (feat. 3OH!3),51,2010,FALSE,185
It's Time,47,2013,FALSE,2
Pop Out (feat. Lil Tjay),45,2019,FALSE,185
Hotel California - 2013 Remaster,19,1977,FALSE,170
Say It Isn't So,22,1984,FALSE,185
Thot Shit,71,2021,FALSE,185
Will You Still Love Me? - Alternate,50,1987,FALSE,171
She Bop,34,1984,FALSE,185
Red Solo Cup,82,2012,FALSE,185
Let's Get It Started (Radio Version),88,2014,FALSE,185
Mule Train,9,1961,FALSE,185
Live And Let Die - Main Title,56,1987,FALSE,184
Sweet Nothing (feat. Florence Welch),44,2013,FALSE,172
Moscow Mule,44,2022,FALSE,185
Hello,7,2016,FALSE,23
Maria Maria (feat. The Product G&B),3,2000,FALSE,185
Keep It Comin',94,1992,FALSE,174
Semi-Charmed Life,17,1997,FALSE,184
Lay a Little Lovin' on Me - Robin's Stereo Mix,87,1990,FALSE,185
Giving You the Best That I Got (Single Version),10,2022,FALSE,185
Walkin' In The Rain With The One I Love,98,1997,FALSE,183
The Letter - Single Version,80,1999,FALSE,184
7 Things - Single Version,92,2008,FALSE,183
Sheila,22,1962,FALSE,184
Just a Dream,26,1998,FALSE,185
I'm Blue (The Gong Gong Song),94,2004,FALSE,184
You Belong To The City,30,2018,FALSE,184
Iris,94,1999,FALSE,172
Numb / Encore,93,2022,FALSE,182
Off the Wall,79,1980,FALSE,185
The Main Event/Fight,35,2002,FALSE,185
Palisades Park,14,2008,FALSE,0
Blue Suede Shoes,18,1957,FALSE,184
Cars,12,1980,FALSE,185
Hi-Heel Sneakers,88,1964,FALSE,184
Fire,15,1979,FALSE,185
Lean Back,10,2004,FALSE,69
Far Away Places - 1949 Single Version / With 1954 Spoken Introduction,18,1954,FALSE,183
"True Love (from ""High Society"") - 2006 Remaster",44,2006,FALSE,184
Penny Lane - Remastered 2009,55,1967,FALSE,184
Got To Give It Up - Pt. 1,20,1983,FALSE,184
If Your Girl Only Knew,69,1996,FALSE,185
Woody Woodpecker - Remastered 2005,30,2008,FALSE,183
Oh Happy Day,93,2001,FALSE,185
I Never Loved a Man (The Way I Love You),75,1967,FALSE,169
(They Call Me The) Moonlight Gambler,32,1989,FALSE,185
Your Love,66,2010,FALSE,184
Hot N Cold,36,2008,FALSE,3
Going In Circles,29,1969,FALSE,172
Antidote,75,2016,FALSE,185
Iâ€™d Really Love to See You Tonight,21,2023,FALSE,182
Longer,33,1980,FALSE,185
Just the Way You Are,88,2021,FALSE,39
So Fine,69,2012,FALSE,185
Back in the Day - Remix,93,1994,FALSE,184
As I Lay Me Down,76,1996,FALSE,185
Ms. Jackson,25,2001,FALSE,185
Never Give You Up,100,1968,FALSE,184
Beautiful,16,2003,FALSE,185
She's Just My Style - Remastered,87,1966,FALSE,184
How Long,65,2018,FALSE,184
Spooky,26,1989,FALSE,184
Broadway,84,2000,FALSE,172
That's What I Like,3,2017,FALSE,184
Cab Driver,86,1995,FALSE,178
Third Rate Romance - Remastered,97,1975,FALSE,185
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",41,2013,FALSE,185
Drowning in the Sea of Love,77,1972,FALSE,185
good 4 u,5,2021,FALSE,184
Cyclone (feat. T-Pain) - Main,84,2007,FALSE,54
Irresistible,63,2001,FALSE,183
Caribbean Queen (No More Love On the Run),51,2010,FALSE,185
The Devil Went Down to Georgia,50,1979,FALSE,185
Wake Me up When September Ends,46,2005,FALSE,185
"King's Dead (with Kendrick Lamar, Future & James Blake)",79,2018,FALSE,179
Stroke You Up,44,1994,FALSE,184
Fanny (Be Tender With My Love),79,1976,FALSE,184
The Best of My Love - 2013 Remaster,13,1975,FALSE,170
Lovergirl,29,1999,FALSE,183
Blurred Lines,83,2014,FALSE,176
Black Is Black,83,2000,FALSE,185
Whole Lot Of Shakin' Going On - Single Version,28,1957,FALSE,184
Ex-Factor,62,1999,FALSE,185
Hot In The City,90,1982,FALSE,177
Footsteps,69,1961,FALSE,184
My Body,34,1998,FALSE,184
Forever And For Always,57,2003,FALSE,184
Caroline,60,2017,FALSE,179
You Give Love A Bad Name,30,1986,FALSE,184
We Be Burnin',88,2005,FALSE,184
Never Gonna Give You Up,4,1988,FALSE,0
Good Time Baby,88,2023,FALSE,0
Way Down,64,1977,FALSE,185
Running Bear,4,1960,FALSE,185
Side To Side,77,2016,FALSE,182
Dancing in the Moonlight,37,1973,FALSE,109
This Ain't A Love Song,70,1995,FALSE,183
Whatâ€™s Next,68,2021,FALSE,184
November Rain,17,1992,FALSE,184
We Are Young (feat. Janelle MonÃ¡e),3,2012,FALSE,30
Will You Love Me Tomorrow,16,2005,FALSE,185
Affair of the Heart,57,1983,FALSE,59
Hit the Quan - Original Version,83,2015,FALSE,185
Scream,56,1995,FALSE,183
Let's Think About Living,92,2016,FALSE,185
Something About You,37,1986,FALSE,4
Your Body Is a Wonderland,48,2003,FALSE,185
I Do Not Hook Up,91,2009,FALSE,179
Someday,69,2012,FALSE,183
Paralyzer,98,2007,FALSE,184
Wheels,8,1961,FALSE,0
Baby I Love You,28,1969,FALSE,184
Smokin' in the Boy's Room,44,1974,FALSE,184
#Beautiful,81,2014,FALSE,169
2 On (feat. ScHoolboy Q),65,2014,FALSE,185
Every Time I Close My Eyes (with Kenny G),23,1996,FALSE,185
1999 - 2019 Remaster,41,1983,FALSE,1
It's Gonna Take a Miracle,71,1996,FALSE,184
Naughty Girl,18,2004,FALSE,181
Put Your Hands Together,68,1974,FALSE,185
Will It Go Round In Circles,8,1973,FALSE,184
Without You,4,1972,FALSE,185
You'll Lose A Good Thing,71,2008,FALSE,185
Baby Love,85,1986,FALSE,0
Heartbreaker (feat. Jay-Z),35,1999,FALSE,185
Waterloo,49,1974,FALSE,183
Baker Street,26,1978,FALSE,180
Ladies Night - Single Version,35,2018,FALSE,184
Un-Break My Heart,4,1997,FALSE,185
Mr. Vain - Original Radio Edit,76,1994,FALSE,185
Wherever You Will Go,5,2002,FALSE,166
Long Train Runnin',41,1973,FALSE,184
Strawberry Letter 23,54,1977,FALSE,184
Africa,24,1983,FALSE,185
The Winner Takes It All,23,1981,FALSE,184
Baby Now That I've Found You - Stereo,83,1968,FALSE,0
Why Don't You & I (feat. Chad Kroeger),75,2004,FALSE,185
Queen Of Hearts,14,1981,FALSE,173
1-800-273-8255,84,2018,FALSE,179
Lucky Star,66,1984,FALSE,184
I Can't Go for That (No Can Do),15,1982,FALSE,185
Toolie Oolie Doolie (The Yodel Polka),20,1996,FALSE,184
You Won't Be Satisfied Until You Break My Heart,26,2014,FALSE,185
New Rules,16,2018,FALSE,179
I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,42,2014,FALSE,182
Sail On,98,1985,FALSE,184
Send One Your Love,43,1980,FALSE,184
Baby Blue,66,2006,FALSE,185
Sad Songs (Say So Much),54,1990,FALSE,184
In The Mood,99,2004,FALSE,185
Summer in the City - Remastered,35,1966,FALSE,185
Shake Your Groove Thing,31,1979,FALSE,184
Joyride - Single Version,23,1995,FALSE,184
Suddenly - Xanadu/Soundtrack Version,91,2002,FALSE,2
Come & Get It,33,2013,FALSE,170
I've Had It,62,2010,FALSE,185
Tunnel Vision,55,2017,FALSE,170
Pony,72,1999,FALSE,183
Doin' This,71,2022,FALSE,185
Youâ€™ve Got a Friend,17,2023,FALSE,182
If I Ever Fall In Love,7,1993,FALSE,74
Rain On Me (with Ariana Grande),48,2020,FALSE,184
Whoopty,50,2021,FALSE,184
Superman (It's Not Easy),46,2002,FALSE,182
Shambala - Single Version,31,1973,FALSE,184
"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",8,1956,FALSE,185
1979 - Remastered 2012,44,1996,FALSE,184
Wind It Up,83,2007,FALSE,3
Hang 'Em High,90,1969,FALSE,96
Dance with Me,70,2003,FALSE,184
Shape of You,71,2018,FALSE,184
All Cried Out (with Full Force),61,1986,FALSE,185
Drivin' My Life Away,85,1980,FALSE,184
Hero,99,2001,FALSE,2
X (feat. Maluma & Ozuna) - Remix,90,2018,FALSE,184
Vogue,5,2009,FALSE,145
Now Is The Hour (Maori Farewell Song) - Single Version,3,1993,FALSE,168
Just When I Needed You Most,29,1979,FALSE,183
Break Your Heart,10,2010,FALSE,4
Piece of My Heart,84,1991,FALSE,171
If I Could Turn Back Time,35,1989,FALSE,184
Brilliant Disguise,86,1987,FALSE,185
Pretty Blue Eyes,39,1961,FALSE,184
Seems Like Old Times,23,1996,FALSE,184
He's So Fine - Remastered 2000,4,2004,FALSE,183
"Danger Zone - From ""Top Gun"" Original Soundtrack",42,1997,FALSE,185
"Dance, Dance",33,2006,FALSE,180
Happily Ever After,72,1999,FALSE,184
It's Not Right But It's Okay,44,1999,FALSE,185
Wishing Well,92,2020,FALSE,184
I Can Love You Like That,15,1995,FALSE,184
Deep Purple,62,2001,FALSE,184
Soul Twist,92,2006,FALSE,61
Boom Boom Pow (Made Famous by Black Eyed Peas),1,2010,FALSE,182
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),76,2022,FALSE,184
The Happy Wanderer,17,2023,FALSE,185
Cash Shit (feat. DaBaby),90,2019,FALSE,185
Taxi,85,1972,FALSE,183
It's All In The Game,9,1958,FALSE,183
Yo Me Porto Bonito,20,2023,FALSE,0
"Say, Has Anybody Seen My Sweet Gypsy Rose",34,2005,FALSE,182
Unwritten,6,2006,FALSE,185
I Hate U,50,2022,FALSE,185
Everytime,83,2004,FALSE,185
Roar,10,2013,FALSE,184
I Can't Stand It,67,1981,FALSE,178
Indian Outlaw,90,1994,FALSE,185
Lonely,44,2006,FALSE,184
Remind Me (In the Style of Brad Paisley and Carrie Underwood) [Karaoke Version],82,2014,FALSE,185
Rock Wit U (Awww Baby),29,2003,FALSE,184
"Try Sleeping with a Broken Heart (Live from Movistar Arena Buenos Aires, Argentina)",99,2023,FALSE,185
Moonglow and Theme from Picnic,31,1991,FALSE,185
Object of My Desire,93,1986,FALSE,184
Snow (Hey Oh),91,2007,FALSE,185
She Had Me At Heads Carolina,46,2022,FALSE,184
Say Something (Featuring Drake),85,2010,FALSE,184
traitor,38,2021,FALSE,184
Still The Same,52,1978,FALSE,184
I Don't Wanna Live Forever (Fifty Shades Darker) - Reprise Electro Zayn & Taylor Swift,26,2017,FALSE,185
Makin' It (Re-Recorded),14,2012,FALSE,185
Sweet Dreams,86,2010,FALSE,138
Better Be Good to Me - 2015 Remaster,59,1985,FALSE,169
Hands To Heaven,9,1988,FALSE,184
If You Leave - Remastered 2019,53,2019,FALSE,184
Yeah 3x,49,2011,FALSE,185
Coco Jamboo,92,1997,FALSE,185
Don't You Worry 'Bout A Thing,95,1982,FALSE,184
(If Loving You Is Wrong) I Don't Want to Be Right,16,1972,FALSE,181
California Dreamin' - Single Version,1,1966,FALSE,184
Vegas (From the Original Motion Picture Soundtrack ELVIS),47,2022,FALSE,185
